rxn_smiles,correct_top1,correct_top3,correct_top5
CCS(=O)c1ccccc1C1CCN(CCC(CN(C)C(=O)c2cc(C#N)cc3ccccc23)c2ccc(Cl)c(Cl)c2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O>>CCS(=O)c1ccccc1C1CCNCC1.CN(CC(CC=O)c1ccc(Cl)c(Cl)c1)C(=O)c1cc(C#N)cc2ccccc12.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-],True,True,True
CC[Si](CC)(CC)c1[nH]c2ncc(Cl)cc2c1CCBr>>BrC(Br)(Br)Br.C1CCOC1.CC[Si](CC)(CC)c1[nH]c2ncc(Cl)cc2c1CCO.c1ccc(P(c2ccccc2)c2ccccc2)cc1,False,False,False
CCCCc1oc2ccccc2c1C(=O)c1ccc(OC2CN(C(C)(C)C)C2)cc1>>CC(C)(C)N1CC(Cl)C1.CCCCc1oc2ccccc2c1C(=O)c1ccc(O)cc1.CCO.[Na+].[OH-],False,False,False
Cc1ccc2[nH]c(=O)n(CCCN3CCN(C(c4ccccc4)c4ccccc4)CC3)c2c1>>C=C(C)n1c(=O)n(CCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)c2cc(C)ccc21.CCO.Cl.O,False,False,False
O=C(O)CC1CC(=O)c2c(F)cc(F)cc21>>CO.ClCCl.O=C(O)CC(CC(=O)O)c1cc(F)cc(F)c1,True,True,True
Nc1ccc2c(c1)C1CC2CN(C(=O)C(F)(F)F)C1>>CO.O=C(N1CC2CC(C1)c1cc([N+](=O)[O-])ccc12)C(F)(F)F,False,False,False
C=C(C)OC(=O)N1c2ccc(C)cc2NC(=O)C1(C)C>>C=C(C)OC(=O)Cl.Cc1ccc2c(c1)NC(=O)C(C)(C)N2.O.c1ccncc1,False,False,True
CCCCc1c(C=CC(=O)O)ccc2cc(OC)ccc12>>CCCCc1c(C=CC(=O)OC)ccc2cc(OC)ccc12.CO.Cl.[Na+].[OH-],False,False,False
Cc1c(Cl)[nH]c(=O)c([N+](=O)[O-])c1O>>Cc1c(O)cc(=O)[nH]c1Cl.Cl.O.O.O=S(=O)(O)O.O=[N+]([O-])O,False,False,False
CSc1cc(C)nc(SC)c1NC(=O)CN1CCN(CCSc2nc3ccc(O)cc3[nH]2)CC1>>CSc1cc(C)nc(SC)c1NC(=O)CN1CCN(CCSc2nc3ccc(OCc4ccccc4)cc3[nH]2)CC1.O=C(O)C(F)(F)F,False,False,False
O=C(O)CCC(F)(F)C(F)(F)F>>CC(C)=O.OCCCC(F)(F)C(F)(F)F,False,False,False
CC(C)(O)C(CS(=O)(=O)c1ccccc1)C(F)(F)F>>CC1(C(CS(=O)(=O)c2ccccc2)C(F)(F)F)CO1.Cl.O.[Al+3].[H-].[H-].[H-].[H-].[Li+],False,False,False
COc1ccc2c(C(=O)C(C)C)nn(CC(=O)C(C)(C)C)c2c1>>CC(C)(C)C(=O)CBr.COc1ccc2c(C(=O)C(C)C)n[nH]c2c1,False,False,True
O=CCC(c1cc(F)cc(F)c1)C1CCS(=O)(=O)CC1>>ClCCl.O=S1(=O)CCC(C(CCO)c2cc(F)cc(F)c2)CC1,True,True,True
O=C(NCCC1CC1)c1ccc(N2CCN(Cc3cc(Cl)ccc3C(F)(F)F)CC2)nn1>>FC(F)(F)c1ccc(Cl)cc1CCl.O=C(NCCC1CC1)c1ccc(N2CCNCC2)nn1,True,True,True
CC(NOC1CCCCO1)C(CCCc1ccccc1)C(=O)O>>C1COCCO1.CC1C(CCCc2ccccc2)C(=O)N1OC1CCCCO1.[Na+].[OH-],False,False,False
NC(=O)c1cccc2c1c1c(O)cccc1n2Cc1ccccc1>>CCOC(C)=O.CO.COC(=O)c1cccc2c1c1c(O)cccc1n2Cc1ccccc1.Cl.[NH4+].[OH-],False,False,False
CC(C)CCOC(=O)C1(C2CNC(=O)C2)CC(OCc2ccccc2)C1>>CCO.CCOC(=O)CC(C[N+](=O)[O-])C1(C(=O)OCCC(C)C)CC(OCc2ccccc2)C1.[H][H],False,False,False
CCOC(=O)C1CCN(Cc2ccccc2)CCC1=O>>C1CCOC1.CCOC(=O)C=[N+]=[N-].CCOCC.FB(F)F.O=C([O-])O.O=C1CCN(Cc2ccccc2)CC1.[Na+],True,True,True
COC(C)CNC(=O)OC(C)(C)C>>C1CCOC1.CC(O)CNC(=O)OC(C)(C)C.CI.[H-].[Na+],False,False,False
Cc1ccnc(N2CCN(CCc3c(C)n4c5c(cc(NC(=O)c6ccccc6)cc35)CCC4)CC2)c1>>CCN(CC)CC.Cc1ccnc(N2CCN(CCc3c(C)n4c5c(cc(N)cc35)CCC4)CC2)c1.ClC(Cl)Cl.O=C(Cl)c1ccccc1,False,False,False
Oc1ccc(SC2CCCNCC2)c(Cl)c1>>Br.CCOC(=O)N1CCCC(Sc2ccc(O)cc2Cl)CC1,False,False,False
CC(=O)OCCc1ccc(NC(=O)CCCCl)cc1>>CC#N.CC(=O)OCCc1ccc(N)cc1.O=C(O)CCCCl.O=C([O-])[O-].[Cl-].[K+].[K+],False,False,False
CC(C)(C)OC(=O)N1CCCC1c1ncc(-c2ccc(-c3ccc(Br)s3)cc2)[nH]1>>Brc1ccc(Br)s1.CC(C)(C)OC(=O)N1CCCC1c1ncc(-c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)[nH]1.CCOC(C)=O.O=C([O-])[O-].[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,False,False,False
O=C(O)c1cccc(-c2nc(=O)c3ccccc3s2)n1>>CC(C)(C)OC(=O)c1cccc(-c2nc(=O)c3ccccc3s2)n1.CC(C)OC(C)C.O=C(O)C(F)(F)F,False,False,False
COc1cc2c(cc1-c1cccnc1)-c1c(Br)c3c(n1CC2)C(=O)N(C(C)(C)C)CCC3>>CCCCC.COCCOC.COc1cc2c(cc1Br)-c1c(Br)c3c(n1CC2)C(=O)N(C(C)(C)C)CCC3.O.O=C([O-])[O-].OB(O)c1cccnc1.[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,False,False,False
CC(C)(CCCC1NC(=O)NC1=O)[N+](=O)[O-]>>C.CC(C)(CCC=C1NC(=O)NC1=O)[N+](=O)[O-].CO.[H][H].[Na+].[OH-].[Pd],False,False,False
COc1ccccc1-c1ccc(C(=O)OC(C)(C)C)c([N+](=O)[O-])c1>>CC(C)(C)OC(=O)c1ccc(Br)cc1[N+](=O)[O-].CCOC(C)=O.COCCOC.COc1ccccc1B(O)O.Cl[Pd]Cl.O.O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C([O-])[O-].[Na+].[Na+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,True,True,True
CCOC(=O)C1(COc2ccc(-c3ccc(Cl)cn3)cc2)CCN(C(=O)c2ccc(F)cc2)C1>>CCOC(=O)C1(CI)CCN(C(=O)c2ccc(F)cc2)C1.Oc1ccc(-c2ccc(Cl)cn2)cc1,False,False,False
O=C(NC1CCN(CCO)CC1)c1ccccc1>>O=C(NC1CCNCC1)c1ccccc1.O=C([O-])[O-].OCCBr.[K+].[K+],False,False,False
O=C(Nc1ccc(C(F)(F)F)cc1)c1ccc(F)c([N+](=O)[O-])c1>>C1CCOC1.CCN(C(C)C)C(C)C.Nc1ccc(C(F)(F)F)cc1.O.O=C(Cl)c1ccc(F)c([N+](=O)[O-])c1,False,False,False
OCCC(O)(c1ccc(Br)cc1)c1cccnc1>>CCOC(=O)CC(O)(c1ccc(Br)cc1)c1cccnc1.CCOCC.Cl.O=S(=O)([O-])[O-].[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[Na+],False,False,False
COC(=O)Nc1nc(C)c(C(=O)NC(C#N)c2cccs2)s1>>CCN(CC)CC.COC(=O)Nc1nc(C)c(C(=O)O)s1.COC(=O)Nc1nc(C)c(C(=O)O)s1.Cl.ClP(Cl)(Cl)(Cl)Cl.N#CC(N)c1cccs1.[Cl-],False,False,False
CC(C)CC(=O)c1c(-c2ccc3cc(OCC(=O)O)cc(Br)c3c2)oc2ccccc12>>C1CCOC1.CCOC(=O)COc1cc(Br)c2cc(-c3oc4ccccc4c3C(=O)CC(C)C)ccc2c1.O.[K+].[OH-],False,False,False
CC(C)(C)OC(=O)NC(CCO)C(=O)N1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1>>C1CCOC1.C1CCOC1.CC(C)(C)OC(=O)NC(CC(=O)OCc1ccccc1)C(=O)N1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1.[BH4-].[Cl-].[Li+].[NH4+],False,True,True
O=C1C(c2ccc(Br)cc2O)c2ccccc2N1C(c1ccccc1)c1ccccc1>>CC[SiH](CC)CC.O=C(O)C(F)(F)F.O=C1N(C(c2ccccc2)c2ccccc2)c2ccccc2C1(O)c1ccc(Br)cc1O,False,False,False
CC(=O)N1CCC(NC(=O)NCc2cn(-c3ccccc3)c3cc(Cl)ccc3c2=O)CC1>>CC(=O)Cl.O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)NC1CCNCC1,False,False,False
N#CC1COc2ccc(Cl)cc2C1O>>C=CC#N.O.O=Cc1cc(Cl)ccc1O.[Na+].[OH-],False,False,False
COc1ccc(Oc2ccc3nc(N4CCC(N5CCCCC5)C4)sc3c2)nn1>>CC(=O)[O-].CC(=O)[O-].COc1ccc(Cl)nn1.Cc1ccccc1.Oc1ccc2nc(N3CCC(N4CCCCC4)C3)sc2c1.[Na+].[OH-].[Pd+2],False,False,False
CCCCCCCCCCCc1[nH]c2cc(C(=O)OC)ccc2c1C=O>>CC(=O)O.CCCCCCCCCCCc1cc2ccc(C(=O)OC)cc2[nH]1.CN(C)C=O.O.O=P(Cl)(Cl)Cl.[Na+].[OH-],False,False,False
C#CC(O)CC1CCCCC1>>C#CC(=O)CC1CCCCC1.C[Si](C)(C)C#C[Si](C)(C)C.O.O.O.O.O.O.O.O.O=C(O)CC1CCCCC1.OB1O[B-]2(O)OB(O)O[B-](O)(O1)O2.[Cl-].[Na+].[Na+],True,True,True
Cc1cccc(C2(O)CCC3(CC2)OCCO3)c1>>Cc1cccc(Br)c1.O=C1CCC2(CC1)OCCO2,False,False,False
CS(=O)(=O)OCc1ccc2c(c1)CN(C(=O)OCc1ccccc1)C2>>C1CCOC1.CCN(CC)CC.CCOC(C)=O.CS(=O)(=O)Cl.O=C(OCc1ccccc1)N1Cc2ccc(CO)cc2C1.O=C([O-])O.[Na+],False,False,False
CC(=O)OCC1OC(n2cnc3c(NCC(c4ccccc4)c4ccccc4)nc(C#N)nc32)C(OC(C)=O)C1OC(C)=O>>CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C1OC(C)=O.CC(Cl)(Cl)Cl.CCOC(C)=O.C[Si](C)(C)OS(=O)(=O)C(F)(F)F.N#Cc1nc(NCC(c2ccccc2)c2ccccc2)c2nc[nH]c2n1,False,False,False
COc1ccc(OC)c(C2Sc3ccccc3N(CC(=O)O)C2=O)c1>>CO.COC(=O)CN1C(=O)C(c2cc(OC)ccc2OC)Sc2ccccc21.Cl.O.[Na+].[OH-],False,False,False
Cc1cnn(-c2ccc(S(C)(=O)=O)cc2C(=O)N2CCN(c3ccc(S(C)(=O)=O)cc3F)CC2)c1>>CS(=O)(=O)c1ccc(N2CCN(C(=O)c3cc(S(C)(=O)=O)ccc3I)CC2)c(F)c1.Cc1cn[nH]c1,True,True,True
N#Cc1ccc(-c2cc(COCC3(c4ccc(F)cc4)CCNCC3)cc(C(F)(F)F)c2)cc1>>CC(C)(C)OC(=O)N1CCC(COCc2cc(-c3ccc(C#N)cc3)cc(C(F)(F)F)c2)(c2ccc(F)cc2)CC1.ClCCl.O=C(O)C(F)(F)F,False,True,True
CCC(CC)N1CCN(C(=O)OC(C)(C)C)CC1>>CC(C)(C)OC(=O)N1CCNCC1.CCC(=O)CC,False,False,False
Cc1cc(S(C)(=O)=O)ccc1C(=O)c1c(S(C)=O)noc1C1CC1>>CSc1noc(C2CC2)c1C(=O)c1ccc(S(C)(=O)=O)cc1C.ClCCl.O=C(OO)c1cccc(Cl)c1,False,False,False
CON(C)C(=O)C1CCN(C(=O)OC(C)(C)C)CC1>>C1CCOC1.CC(C)(C)OC(=O)N1CCC(C(=O)O)CC1.CC(C)COC(=O)Cl.CCN(CC)CC.CN(C)C=O.CN1CCOCC1.CNOC,False,False,False
COc1cc(Nc2nc3c(s2)CCCC3c2ccccc2)ccc1-c1ccnc(C)c1>>COCCOC.COc1cc(Nc2nc3c(s2)CCCC3c2ccccc2)ccc1Br.Cc1cc(B(O)O)ccn1.O=C(O)C(F)(F)F.O=C([O-])[O-].[Cs+].[Cs+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,False,False,False
O=C1c2ccccc2C(=O)N1CS(=O)(=O)Cl>>ClP(Cl)(Cl)(Cl)Cl.O=C1c2ccccc2C(=O)N1CS(=O)(=O)O.[K].c1ccccc1,False,False,False
CC(=O)c1ccc(OCc2ccccc2)c([N+](=O)[O-])c1>>BrCc1ccccc1.CC(=O)c1ccc(O)c([N+](=O)[O-])c1.CN(C)C=O.O=C([O-])[O-].[I-].[K+].[K+].[Na+],False,False,False
CCOc1ccc(C(C)=O)cc1N=C1SC(=C2Sc3ccccc3N2C)C(=O)N1Cc1ccccc1>>CCOc1ccc(C(C)=O)cc1[N+](=O)[O-].CS[CH2+]1SC(=C2Sc3ccccc3N2C)C(=O)N1Cc1ccccc1.Cc1ccc(S(=O)(=O)[O-])cc1,False,False,False
COc1ccc(S(=O)(=O)N2C(=O)C(c3cc(C)ccc3OC)(N3CC(F)CC3C(=O)N(C)C)c3c2ccc(Cl)c3Cl)c(OC)c1>>C1CCOC1.CCOC(C)=O.COc1ccc(C)cc1C1(N2CC(F)CC2C(=O)N(C)C)C(=O)Nc2ccc(Cl)c(Cl)c21.COc1ccc(S(=O)(=O)Cl)c(OC)c1.O=C([O-])[O-].[H-].[K+].[K+].[Na+],False,False,False
NS(=O)(=O)c1cc(C(=O)N2Cc3ccc(C(=O)C(Cl)(Cl)Cl)n3Cc3ccccc32)ccc1N1CCOCC1>>C1COCCO1.NS(=O)(=O)c1cc(C(=O)N2Cc3cccn3Cc3ccccc32)ccc1N1CCOCC1.O.O=C(Cl)C(Cl)(Cl)Cl,False,False,False
Cn1ncc(N)c1N1CCCC(C)(O)CC1>>CO.Cn1ncc([N+](=O)[O-])c1N1CCCC(C)(O)CC1.O=C[O-].[NH4+],False,False,False
COc1ccc2c(c1)C(C(=O)N(CCCC#N)c1ccc(C(C)C)cc1)CCC2>>CC(C)c1ccc(NCCCC#N)cc1.COc1ccc2c(c1)C(C(=O)O)CCC2,True,True,True
O=C(O)c1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(Br)c1>>C1COCCO1.COC(=O)c1ccc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(Br)c1.O.O.[Li+].[OH-],False,False,False
CC(C)(C)OC(=O)C(Cl)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C>>CC(C)(C)OC(=O)C(Cl)=CC1C(C(=O)O)C1(C)C.ClC(Cl)Cl.N#CC(O)c1cccc(Oc2ccccc2)c1,False,False,False
Fc1ccc(Br)cc1COCC#CCNCc1ccccc1>>C1CCOC1.Fc1ccc(Br)cc1COCC#CCBr.NCc1ccccc1,False,True,True
CN(C)c1ccc(-c2ccc3nonc3c2)cc1>>Brc1ccc2nonc2c1.CN(C)c1ccc(B(O)O)cc1.COCCOC.O.O=C([O-])[O-].[Na+].[Na+],False,False,False
CS(=O)(=O)OCCCC1OCC(c2ccc(Cl)c3ccccc23)CO1>>CCN(CC)CC.CS(=O)(=O)Cl.ClCCl.O.OCCCC1OCC(c2ccc(Cl)c3ccccc23)CO1,False,False,False
CCOCc1nc2c(N)nc3cc(Br)cnc3c2n1CC(C)(C)NS(C)(=O)=O>>CCN(CC)CC.CCOCc1nc2c(N)nc3cc(Br)cnc3c2n1CC(C)(C)N.CS(=O)(=O)Cl.Cl.Cl.ClCCl,False,False,False
CC(C)N1CCC(NC(=O)c2ccc(C(=O)OCc3ccccc3)n2Cc2cc(-c3ccc(Cl)s3)on2)CC1>>CC(C)N1CCC(NC(=O)c2ccc(C(=O)OCc3ccccc3)[nH]2)CC1.CN(C)C=O.Clc1ccc(-c2cc(CBr)no2)s1.O=C([O-])[O-].[Cs+].[Cs+],False,False,False
CSc1nc(Cl)c(C#N)s1>>CSc1nc(N)c(C#N)s1.Cl.ClCCl.O.O=N[O-].[Cl-].[Na+],False,False,False
COc1cccc(-c2nc(SC)nc(Cl)c2C#N)c1>>C1COCCO1.CN(C)c1ccccc1.COc1cccc(-c2nc(SC)nc(O)c2C#N)c1.O.O=P(Cl)(Cl)Cl,False,False,False
CCN1CCN(C(=O)N2CC(CC(C)(C)C)C(C#N)(c3ccc(Cl)cc3F)C2c2cccc(Cl)c2F)CC1>>CC(C)(C)CC1CNC(c2cccc(Cl)c2F)C1(C#N)c1ccc(Cl)cc1F.CCN(CC)CC.CCN1CCNCC1.ClCCl.O=C(Cl)Cl,False,False,False
CC(=O)CC(=O)OCC[Si](C)(C)C>>C=C1CC(=O)O1.CCN(CC)CC.C[Si](C)(C)CCO,False,False,False
CC(C)(C)N(N)C(=O)c1ccccc1>>CC(C)(C)OC(=O)NN(C(=O)c1ccccc1)C(C)(C)C.CO.Cl.O=C([O-])O.[Na+],False,False,True
CC1(C)OC(=O)C(=C2CCC2)C(=O)O1>>CC(=O)O.CC(=O)[O-].CC1(C)OC(=O)CC(=O)O1.Cc1ccccc1.O.O=C1CCC1.[NH4+],False,False,False
CCOC(=O)COc1cc2nccc(Oc3cc4ccccc4nc3C)c2cc1OC>>CCOC(=O)CBr.CN(C)C=O.COc1cc2c(Oc3cc4ccccc4nc3C)ccnc2cc1O.O.O=C([O-])[O-].[K+].[K+],False,False,False
Cc1ccccc1C(CCC(=O)O)Oc1cc(OCc2ccsc2)ccc1C(=O)C(=O)O>>C1COCCO1.CCOC(=O)CCC(Oc1cc(OCc2ccsc2)ccc1C(=O)C(=O)O)c1ccccc1C.[Na+].[OH-],False,True,True
Cc1c(OCc2ccc(C(=O)c3ccc([N+](=O)[O-])cc3)cc2)nc2scc(C)n2c1=O>>CN(C)C=O.Cc1c(O)nc2scc(C)n2c1=O.O=C([O-])[O-].O=C(c1ccc(CBr)cc1)c1ccc([N+](=O)[O-])cc1.[K+].[K+],False,False,False
CN(CCNC(=O)NCCCOc1cccc(CN2CCCCC2)c1)CCC(c1ccc(F)cc1)c1ccccn1>>CN(CCN)CCC(c1ccc(F)cc1)c1ccccn1.ClCCl.NCCCOc1cccc(CN2CCCCC2)c1.O=C(n1ccnc1)n1ccnc1,False,False,False
Cn1nccc1-c1ncc(Br)cc1Cl>>C1COCCO1.CCOC(C)=O.Clc1cc(Br)cnc1Cl.Cn1nccc1B(O)O.O=C([O-])[O-].[Cs+].[Cs+],False,True,True
CC1(C)CC(=C(c2ccc(F)cc2)c2ccc(-c3ccco3)cc2)CC(C)(C)C1>>C1CCOC1.CC1(C)CC(=C(c2ccc(F)cc2)c2ccc(OS(=O)(=O)C(F)(F)F)cc2)CC(C)(C)C1.O=C([O-])[O-].OB(O)c1ccco1.[Na+].[Na+],False,False,False
CC(C)(C)OC(=O)N1CCC(Oc2cccc(NC(=O)c3ccc(F)cc3Cl)c2)CC1>>CC(C)(C)OC(=O)N1CCC(Oc2cccc(N)c2)CC1.ClCCl.O=C(Cl)c1ccc(F)cc1Cl.c1ccncc1,False,False,False
COC(=O)COc1nc(OC)ccc1[N+](=O)[O-]>>C1COCCO1.COC(=O)CO.COc1ccc([N+](=O)[O-])c(Cl)n1.O.[H-].[Na+],False,False,False
CC(C)C(N)CN1CCC(F)(F)C1>>C1CCOC1.CC(C)C(N)C(=O)N1CCC(F)(F)C1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-],False,False,False
CCOC(=O)C1CCCN(Cc2ccccc2CN2c3ccccc3CCc3ccccc32)C1>>CCC(C)=O.CCOC(=O)C1CCCNC1.ClCc1ccccc1CN1c2ccccc2CCc2ccccc21.O=C(O)C(O)C(O)C(=O)O.O=C([O-])[O-].[I-].[K+].[K+].[K+],False,False,False
N#CC1CC(=O)N(c2ccc(OCc3cccc(F)c3)cc2)C1>>C1CCOC1.NC(=O)C1CC(=O)N(c2ccc(OCc3cccc(F)c3)cc2)C1.O=S(Cl)Cl,False,True,True
N#Cc1cc2c(nc1-c1ccc(-c3ccccc3)s1)CCCC2=O>>C1COCCO1.N#Cc1cc2c(nc1Cl)CCCC2=O.O.O=C([O-])[O-].OB(O)c1ccc(-c2ccccc2)s1.[K+].[K+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,True,True,True
CNC(=O)c1cccc(F)c1Nc1nc(Nc2ccc3c(c2)NC(=O)C(NC(C)=O)CC3(C)C)ncc1Cl>>CC(=O)NC1CC(C)(C)c2ccc([N+](=O)[O-])cc2NC1=O.CNC(=O)c1cccc(F)c1Nc1nc(Cl)ncc1Cl,False,False,False
COc1ccc(C2(C)CSc3cc(OC)ccc3C2(O)C#CCCCCO[Si](C)(C)C(C)(C)C)cc1>>C#CCCCCO[Si](C)(C)C(C)(C)C.C1CCOC1.COc1ccc(C2(C)CSc3cc(OC)ccc3C2=O)cc1.[Cl-].[Li]CCCC.[NH4+],False,False,False
CCOP(=O)(Cc1ccc(NC(=O)CCc2cnoc2-c2ccc(F)cc2)cc1)OCC>>CCN=C=NCCCN(C)C.CCOP(=O)(Cc1ccc(N)cc1)OCC.CN(C)C=O.Cl.O=C(O)CCc1cnoc1-c1ccc(F)cc1.On1nnc2cccnc21,False,False,False
CC(=O)Nc1ccccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1>>CC#N.CC(=O)Nc1ccccc1OCCCOS(=O)(=O)c1ccccc1.Fc1ccc2c(C3CCNCC3)noc2c1.O.O=C([O-])[O-].[K+].[K+],False,False,False
C=CCNc1ccc(CCC(=O)O)cc1>>C=CCNc1ccc(CCC(=O)OCC)cc1.CCO.Cl.O.[K+].[OH-],False,False,True
CS(=O)(=O)Nc1cc2occc(=O)c2cc1Oc1ccccc1>>Brc1ccccc1.CCOC(C)=O.CN(C)C=O.CS(=O)(=O)Nc1cc2occc(=O)c2cc1O.Cl.O.O=C([O-])[O-].[Cu].[K+].[K+],False,False,False
COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(-c3cc(F)c(N)c(C(=O)O)c3)cc12>>CC#N.COc1ccccc1-c1cn(S(=O)(=O)c2ccc(C)cc2)c2ncc(B3OC(C)(C)C(C)(C)O3)cc12.Nc1c(F)cc(I)cc1C(=O)O.O=C([O-])O.[Na+],True,True,True
CCCCCCCC=Cc1cnc(-c2ccc(CCCCCC(C)O)cc2)nc1>>CCCCCCCC=Cc1cnc(-c2ccc(CCCCCC(C)OC3CCCCO3)cc2)nc1.CO.Cc1ccc(S(=O)(=O)O)cc1,False,False,False
COC(=O)Cc1cn(-c2ccccc2)nc1OCc1ccc(OCc2nc(-c3ccccc3)oc2C)cc1>>CN(C)C=O.COC(=O)Cc1cn(-c2ccccc2)nc1O.Cc1oc(-c2ccccc2)nc1COc1ccc(CCl)cc1.O.O=C([O-])[O-].[K+].[K+],True,True,True
Cc1ccc(S(=O)(=O)OC2CCOC2)cc1>>CCCCCCC.CCOC(C)=O.CCOC(C)=O.Cc1ccc(S(=O)(=O)Cl)cc1.O.OC1CCOC1.c1ccncc1,False,False,False
CCCCCCCCC#Cc1ccc(CN(Cc2ccc(OCC(=O)OC)cc2)C(=O)C=Cc2ccccc2)cc1>>CCCCCCCCC#Cc1ccc(CNCc2ccc(OCC(=O)OC)cc2)cc1.O=C(Cl)C=Cc1ccccc1,False,False,False
CC1CN(C(=O)OCc2ccccc2)CCN1c1ccc(C#N)c(C(F)(F)F)c1>>CC1CN(C(=O)OCc2ccccc2)CCN1.CN(C)C=O.N#Cc1ccc(F)cc1C(F)(F)F.O.O=C([O-])[O-].[K+].[K+],False,False,False
CC(C)(C)c1cc(C(C)(C)C)c(O)cc1N>>CC(C)(C)c1cc(C(C)(C)C)c([N+](=O)[O-])cc1O.CCO.O=C[O-].[NH4+],False,True,True
COC(=O)c1cc(Br)ccc1Cl>>CN(C)C=O.CO.ClCCl.O=C(Cl)C(=O)Cl.O=C(O)c1cc(Br)ccc1Cl,False,False,False
COc1ccccc1CC(=O)C1CCN(Cc2ncc[nH]c2=O)CC1>>CCOC(C)=O.COc1ccccc1CC(=O)C1CCN(Cc2nccnc2OC(C)(C)C)CC1.Cl.ClCCl.[Na+].[OH-],True,True,True
COCCn1c(-c2ccc(C(C)C)cc2)nc2c(Br)c(COS(C)(=O)=O)cc(OC)c21>>CCN(C(C)C)C(C)C.COCCn1c(-c2ccc(C(C)C)cc2)nc2c(Br)c(CO)cc(OC)c21.CS(=O)(=O)Cl.ClCCl,False,False,False
COc1cc2c(Nc3ccc(Oc4cccnc4)cc3)c(C#N)cnc2cc1F>>CCOCCO.COc1cc2c(Cl)c(C#N)cnc2cc1F.Cl.Nc1ccc(Oc2cccnc2)cc1.c1ccncc1,False,False,False
CC(=O)OC1C(N2CCCC2=O)c2sccc2OC1(C)C>>CC(=O)OC(C)=O.CC1(C)Oc2ccsc2C(N2CCCC2=O)C1O.O.[O-][Cl+3]([O-])([O-])O,True,True,True
CCC(Nc1c(C)ccc2ccccc12)C(=O)OC>>CCC(Br)C(=O)OC.Cc1ccc2ccccc2c1N.O=C([O-])O.[Na+],False,False,False
CC(C)(C)OC(=O)NCCCN1CC2CN(CCOc3ccc(C#N)cc3)CC(C1)O2>>CC#N.CC(C)(C)OC(=O)NCCCBr.N#Cc1ccc(OCCN2CC3CNCC(C2)O3)cc1.O=C([O-])[O-].[K+].[K+],False,False,False
Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(O)ccc3o2)cc1>>C1CCOC1.CO.Cc1ccccc1OCC(=O)Nc1ccc(-c2nc3cc(OCc4ccccc4)ccc3o2)cc1,False,True,True
COc1ccc(Cc2nc(C)ccc2C#CC2(O)CN3CCC2CC3)cc1>>C#CC1(O)CN2CCC1CC2.CCN(CC)CC.CN(C)C=O.COc1ccc(Cc2nc(C)ccc2OS(=O)(=O)C(F)(F)F)cc1.N.[I-].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,False,False,False
COc1cccc(CCNc2ccc(Cl)cc2)c1>>C1CCOC1.COc1cccc(CC(=O)Nc2ccc(Cl)cc2)c1.[Al+3].[H-].[H-].[H-].[H-].[Li+],False,False,False
CN(CCCC(=O)O)C1CCCCC1>>C1CCOC1.CCOC(=O)CCCN(C)C1CCCCC1.[Na+].[OH-],False,False,False
